pa_ms,pa_anvisa_sim,dist_lev,tipo
INIBIDOR COLINETERASE,ANILIDA,4.0,grupo químico
VOLSEM,FOLPETE,4.0,princípio ativo
VOLCANE,FOLPETE,4.0,princípio ativo
ARSENIO,FOSETIL,4.0,princípio ativo
VERTIMIC,METOMIL,4.0,princípio ativo
FASTC 100,FOSMETE,4.0,princípio ativo
AKINETON,CINETINA,4.0,princípio ativo
46,MSMA,4.0,princípio ativo
MOOCAZEB,MANCOZEBE,4.0,princípio ativo
MUSTANG,CAPTANA,4.0,princípio ativo
MEPTILICO,ETILENO,4.0,grupo químico
NAPRIX,BORAX,4.0,princípio ativo
METILCARBONATO DE BERZOFIRANILA,METILCARBAMATO DE BENZOFURANILA,4.0,grupo químico
MANGANESE ETHYLENEBIS,MANCOZEBE,4.0,princípio ativo
HERBICIDA(NAO INFORMOU QUAL),DIQUATE,4.0,princípio ativo
ADAGE 700WS,CARTAPE,4.0,princípio ativo
CARBOJURAN,CARBOSULFANO,4.0,princípio ativo
"AC. 2,4 DICLOROFENOX",MCPA,4.0,princípio ativo
"1,1'-DIMETHYL-4,4'-BIPYRIDINIUM DICHLORIDE",DICLORANA,4.0,princípio ativo
PYRINES,TANINOS,4.0,princípio ativo
BRUTOS,DIUROM,4.0,princípio ativo
FERTILIZANTE MINERAL SIMPLES,AMITRAZ,4.0,princípio ativo
INIBIDOR DE COLISNETARASE NAO ESPECIFICADO,ANILIDA,4.0,grupo químico
DRAMIN,ATRAZINA,4.0,princípio ativo
EXTRATO PIROLHESO,ACEFATO,4.0,princípio ativo
DIAZETOPE,DICLOFOPE,4.0,princípio ativo
-CHLORO-3-PYRIDYLMETHYL)-N-NITROIMIDAZOLIDIN-2-YLIDENEAMINE,ALACLORO,4.0,princípio ativo
CLOROFENOXI,CLORFENAPIR,4.0,princípio ativo
VENENO DE RATO,DECANOL,4.0,princípio ativo
AGRICOLA,URACILA,4.0,grupo químico
SINTRAX 5000,AMITRAZ,4.0,princípio ativo
METACITOX,METAMITRONA,4.0,princípio ativo
ATENOLOL,ETANOL,4.0,princípio ativo
USADO PARA PULGAS,ASULAM,4.0,princípio ativo
OUTROS PRINCIPIOS,DIUROM,4.0,princípio ativo
ROCKS,MCPA,4.0,princípio ativo
ANTI-BROTANTE,PROPANIL,4.0,princípio ativo
LAMBDACIOLOTRINA,LAMBDA - CIALOTRINA,4.0,princípio ativo
MAGONES,TANINOS,4.0,princípio ativo
VENENO PARA PERNILONGO,DECANOL,4.0,princípio ativo
AMINOACIDO,DAMINOZIDA,4.0,princípio ativo
FORMICIDA,CARBIMIDA,4.0,grupo químico
ROUNDUP WG (GRANULADO),GRANDLURE,4.0,princípio ativo
HIPOTAC,IPBC,4.0,princípio ativo
"DIMETHYL 4,4,TIOFANATO",DIMETOATO,4.0,princípio ativo
INSETICDA,CINETINA,4.0,princípio ativo
ATOMOS,ETANOL,4.0,princípio ativo
NAO INF,DODINA,4.0,princípio ativo
ARCELIO,ACEFATO,4.0,princípio ativo
CROTODINE,CLETODIM,4.0,princípio ativo
"ZINCO,NITRATO DE POTASSIO",DIUROM,4.0,princípio ativo
AGRIPEC,IPBC,4.0,princípio ativo
TRABALHA DENTRO DO BARRACAO DE VENENO,DECANOL,4.0,princípio ativo
LOSBO,MSMA,4.0,princípio ativo
CLONAZEPAM,CLOMAZONA,4.0,princípio ativo
NAO SOUBE INFORMAR O PRODUTO,BORAX,4.0,princípio ativo
TALSTAR,FTALIDA,4.0,princípio ativo
DESECANTE,DECANOL,4.0,princípio ativo
SAL DIAMONIO,FIPRONIL,4.0,princípio ativo
METILDOPA 250MG,MSMA,4.0,princípio ativo
BELTRIN,AMETRINA,4.0,princípio ativo
NITROSIN,FIPRONIL,4.0,princípio ativo
TRICHLORO,ALACLORO,4.0,princípio ativo
FURODAN,FLURIDONA,4.0,princípio ativo
ASTYANAX SPP,CAPTANA,4.0,princípio ativo
TIOFOSFATO,GLIFOSATO,4.0,princípio ativo
PHORATE,DIQUATE,4.0,princípio ativo
RIDORMIL,METOMIL,4.0,princípio ativo
2 QUATRO 0,DIQUATE,4.0,princípio ativo
TEMIKE,TEMEFOS,4.0,princípio ativo
INIBIDOR INESPECIFICO DA COLESTERASE,ANILIDA,4.0,grupo químico
PRIME PLUS,MSMA,4.0,princípio ativo
CARUCHOL,CARBARIL,4.0,princípio ativo
KLAPP,MCPA,4.0,princípio ativo
HIDROXIDO DE COBRE 538 G/KG,CUELURE,4.0,princípio ativo
25G,MSMA,4.0,princípio ativo
BAYER,BIXAFEM,4.0,princípio ativo
ADEPOR,ETEFOM,4.0,princípio ativo
COURET,CUELURE,4.0,princípio ativo
"DIETHYL 0-3,5,6 TRICHOLORO 2",TRICLOPIR,4.0,princípio ativo
INIBIDOR DA ACHE,ANILIDA,4.0,grupo químico
FUMIZIL,FOSETIL,4.0,princípio ativo
BIPYRIDINIUM,BIPIRIDILIO,4.0,grupo químico
VENENO PRA MATO,DECANOL,4.0,princípio ativo
HONDAP,BORAX,4.0,princípio ativo
"AMANCO 0,16%",ETANOL,4.0,princípio ativo
DEKALB,DECANOL,4.0,princípio ativo
CAUTRIN,AMETRINA,4.0,princípio ativo
AQUITARA,AMITRAZ,4.0,princípio ativo
CITROMAX,DIUROM,4.0,princípio ativo
CARLOFURANO 350G/L,CARBOSULFANO,4.0,princípio ativo
PSICO,MSMA,4.0,princípio ativo
ARSENICO,ALDEIDO,4.0,grupo químico
FURADAN E REGENT,FLURIDONA,4.0,princípio ativo
DIFLUORO- BENZHYDRYL,DIUROM,4.0,princípio ativo
HERBICIBA,CARBIMIDA,4.0,grupo químico
SANCAO,TANINOS,4.0,princípio ativo
VENENO DE FUMO,DECANOL,4.0,princípio ativo
CARBOFURAN,CARBOSULFANO,4.0,princípio ativo
TAMARON BR,TEMEFOS,4.0,princípio ativo
RAUNDAP,AMIDA,4.0,grupo químico
"CENFOL,COMPLESAL 12 4 6",DECANOL,4.0,princípio ativo
NAO SOUBE INFORMAR,BORAX,4.0,princípio ativo
THIAMETHARAM,TIAMETOXAM,4.0,princípio ativo
"DIETHY,TRINCHLORIO,PYRIDYLY PHOSPHOROLHOATE",DIUROM,4.0,princípio ativo
RANDAPP WG,CARTAPE,4.0,princípio ativo
N - (PHOSPHONOMETHYL) GLICINE,AVIGLICINA,4.0,princípio ativo
SUMATRIPTANA,SUMITRINA,4.0,princípio ativo
DORFLEX,BORAX,4.0,princípio ativo
VULCANO,DECANOL,4.0,princípio ativo
ZINCO 21%,DIUROM,4.0,princípio ativo
CONTROLE DE PRAGAS,ETIPROLE,4.0,princípio ativo
ENGGO,ETANOL,4.0,princípio ativo
INIBIDOR DA ACETILCOLASTERASE,ANILIDA,4.0,grupo químico
GASOLINA,CARBOXINA,4.0,princípio ativo
FLUAZIFOPE-P-BUTILICO 250G/L,FLUAZINAM,4.0,princípio ativo
INCETICIDA,ACETAMIDA,4.0,grupo químico
DECIS 25E,DECANOL,4.0,princípio ativo
U46,MSMA,4.0,princípio ativo
TUCSON,QUINONA,4.0,grupo químico
INIBIDOR DA ACETILCOLINESTERASE,ANILIDA,4.0,grupo químico
INSETICIDA LIQUIDA,DIQUATE,4.0,princípio ativo
FLEKES,FOLPETE,4.0,princípio ativo
YLCARBAMOY SULFAMOY,ASULAM,4.0,princípio ativo
CLORATIPRIFHOS,CLORPIRIFOS,4.0,princípio ativo
VENENO USADO EM LAVOURA DE SOJA,DECANOL,4.0,princípio ativo
FOX FUNGICIDA,ANILIDA,4.0,grupo químico
APRAZOLAN,ATRAZINA,4.0,princípio ativo
"DIMETHYL-4,4-BYPIRIDINIUM",DIMETOATO,4.0,princípio ativo
VOCTARA,CAPTANA,4.0,princípio ativo
INIBIDOR DE COLINESTEROSE,ANILIDA,4.0,grupo químico
NAO SOUBE INFORMAR O MEDICAMENTO,BORAX,4.0,princípio ativo
BRIMEPLUS,TRIMEDLURE,4.0,princípio ativo
DIMETHYL ACETYLPHOSPHORANIDOTHIGATE,DIMETOATO,4.0,princípio ativo
ADAPAR,ASULAM,4.0,princípio ativo
BENZENO,BENTAZONA,4.0,princípio ativo
NOFURON,DIUROM,4.0,princípio ativo
PALNT PRONT,FIPRONIL,4.0,princípio ativo
VENENO PARA BAMBU,DECANOL,4.0,princípio ativo
TRIETOLAMINA,TRIAZINAMINA,4.0,grupo químico
OLANZAPINA,OXADIAZINA,4.0,grupo químico
02 COLHERES SOPA,FOLPETE,4.0,princípio ativo
VENEDO PARA FEIJAO,ETEFOM,4.0,princípio ativo
CLORETO CIANURICO,CIANAMIDA,4.0,princípio ativo
LONATO,ACEFATO,4.0,princípio ativo
FOLIDOL,FOSETIL,4.0,princípio ativo
LAMBDACY HALOTHRIN,ALETRINA,4.0,princípio ativo
CARTOFURANO,CARBOSULFANO,4.0,princípio ativo
GAMOXONE,FAMOXADONA,4.0,princípio ativo
EM BRANCO,ETANOL,4.0,princípio ativo
DIAZEPAN,DIAZINONA,4.0,princípio ativo
USO AGRICOLA,URACILA,4.0,grupo químico
HERTICIDA,CARBIMIDA,4.0,grupo químico
AMMONIUM,ACLONIFEM,4.0,princípio ativo
DUCLOROFENIL+ DIMETILUREIA,FENILUREIA,4.0,grupo químico
GRANULOS DISPERSIVEIS EM GRAOS C 80%,ETANOL,4.0,princípio ativo
RELAXANTE MUSCULAR,ASULAM,4.0,princípio ativo
TRCLOFOM,DICLOFOPE,4.0,princípio ativo
INIBIDOR DA ACETILOLINESTERASE,ANILIDA,4.0,grupo químico
U46 PRIME HERBICDA,MSMA,4.0,princípio ativo
CITRONELOL,CETOENOL,4.0,grupo químico
TORDON,DODINA,4.0,princípio ativo
ISOURON,DIUROM,4.0,princípio ativo
PROTEGE PASTAGEM,CARTAPE,4.0,princípio ativo
ARGONAFOSFORADOS,ORGANOFOSFORADO,4.0,grupo químico
DRAMOXONI,BROMOXINIL,4.0,princípio ativo
VENENO PARA APLICAR EM MATO,DECANOL,4.0,princípio ativo
NAO SOUBE RELATAR NOME,METAM,4.0,princípio ativo
INIBIDOR DA ACETILCOLINEST,ANILIDA,4.0,grupo químico
BUTOXIDO DE PIPERONITA,FIPRONIL,4.0,princípio ativo
DE TRATAMENTO NERVOSA,CETONA,4.0,grupo químico
PREDINISONA,PROCIMIDONA,4.0,princípio ativo
VENENO DE OLHO DE FUMO,DECANOL,4.0,princípio ativo
ESTRICNINA,TRIAZINA,4.0,grupo químico
AZODRIN,AMETRINA,4.0,princípio ativo
SANSON 40,ETANOL,4.0,princípio ativo
METILTIOFAN,METIDATIONA,4.0,princípio ativo
AMITRACIDE,AMITRAZ,4.0,princípio ativo
"TONTURAS,VOMITO E PRESSAO ALTA",UREIA,4.0,grupo químico
VANDAPI,CARTAPE,4.0,princípio ativo
FUNGICIDA /BACTERICIDA,ANILIDA,4.0,grupo químico
"VENENO DE PLANTA,NAO SABE INFORMAR",DECANOL,4.0,princípio ativo
ESTRATO PIROLHESO,ACEFATO,4.0,princípio ativo
SYMBOL,ETANOL,4.0,princípio ativo
LEUTROPINA,BUTRALINA,4.0,princípio ativo
SAL DE AMONIO,FOXIM,4.0,princípio ativo
DOEDECIL DOEDECILDIMETILSMONIO,FOSETIL,4.0,princípio ativo
DITROFOSFATO DE DICTIL,DECANOL,4.0,princípio ativo
CLONAZEPAM 2 MG (04 COMPRIMIDOS),CLOMAZONA,4.0,princípio ativo
CURYON 550,DIUROM,4.0,princípio ativo
GALEAO,ACEFATO,4.0,princípio ativo
OSMOTOX PLUS,FOSMETE,4.0,princípio ativo
ALFACIANO,ALACLORO,4.0,princípio ativo
"DIMETHYL,BIPYRIDIUM",DIMETOATO,4.0,princípio ativo
CERVEJA E PINGA,DODINA,4.0,princípio ativo
LANORT,ALACLORO,4.0,princípio ativo
ANTI BROTO,BORAX,4.0,princípio ativo
DITHIOCALBAMATO,TIOCARBAMATO,4.0,grupo químico
THIAMETHOSAN,TIAMETOXAM,4.0,princípio ativo
OBERON,DIUROM,4.0,princípio ativo
VENENO PARA INSETO,DECANOL,4.0,princípio ativo
DIESEL,DIUROM,4.0,princípio ativo
FOLIDOR,FOLPETE,4.0,princípio ativo
OROCIDE,URACILA,4.0,grupo químico
ANTI BOTRANTE,BORAX,4.0,princípio ativo
"-DIMETHYL-4,4'-BIPYRIDINIUM DICHLORIDE",DICLORANA,4.0,princípio ativo
BLANDA,ETANOL,4.0,princípio ativo
CIPTRIN,AMETRINA,4.0,princípio ativo
RAUDAP,ASULAM,4.0,princípio ativo
RONDAPE,CARTAPE,4.0,princípio ativo
ROUNDUP 100ML,MSMA,4.0,princípio ativo
LONATI,FOSETIL,4.0,princípio ativo
GRAMOXIL,BROMOXINIL,4.0,princípio ativo
POLIOXIETILENO ALQUIFENOL,ALQUILENOBIS,4.0,grupo químico
ETHOXYSULFURON,ETOXISSULFUROM,4.0,princípio ativo
DIMITRALINA,BUTRALINA,4.0,princípio ativo
KAISO,TANINOS,4.0,princípio ativo
INTOXICACAO POR VENENO,DECANOL,4.0,princípio ativo
FUNGICIDA SISTEMICO,ANILIDA,4.0,grupo químico
SAL DE DI-AMONIO DE N-(PHOSPHONOMETHYL)GLYCINE,ALDEIDO,4.0,grupo químico
CAPTOPRIL,CARBARIL,4.0,princípio ativo
ALDECARD,ALDEIDO,4.0,grupo químico
K OTRIN,ATRAZINA,4.0,princípio ativo
LAMBDACIA,LAMINARINA,4.0,princípio ativo
PARA COLOCAR NO TOMATEIRO,CETONA,4.0,grupo químico
CLONAZEPAN 10 GTS,CLOMAZONA,4.0,princípio ativo
POLITRIN,PROMETRINA,4.0,princípio ativo
FOLHAS LARGAS,CARTAPE,4.0,princípio ativo
METANIDOJA,FENAMIDONA,4.0,princípio ativo
FURADAN 350,FLURIDONA,4.0,princípio ativo
LITIO 300 MG,DIUROM,4.0,princípio ativo
LIQUIDO,DIQUATE,4.0,princípio ativo
AMNONIUM N,ACLONIFEM,4.0,princípio ativo
NANDAP,CARTAPE,4.0,princípio ativo
SODA CAUSTICA,CAPTANA,4.0,princípio ativo
FASTAC,ASULAM,4.0,princípio ativo
CALCIO,ALDEIDO,4.0,grupo químico
CLONAZEPAN 2MG,CLOMAZONA,4.0,princípio ativo
AGROTOXICO DE USO AGRICOLA,URACILA,4.0,grupo químico
FOLICUR,FOLPETE,4.0,princípio ativo
SEVIN,DODINA,4.0,princípio ativo
LOSARTANA,CAPTANA,4.0,princípio ativo
SAL DE DIAMONIO DE N,FIPRONIL,4.0,princípio ativo
INSETICIDA/FUNGICIDA,ANILIDA,4.0,grupo químico
TUBERCONAZOLE,TEBUCONAZOL,4.0,princípio ativo
"O-DIETHYL0,3,5,6,-TRICHLORO",ALACLORO,4.0,princípio ativo
LOZARTANA,CAPTANA,4.0,princípio ativo
"CLORIDRATO DE LEVAMIZOL 7,5%",FENARIMOL,4.0,princípio ativo
REMEDIO,TEMEFOS,4.0,princípio ativo
GLIMAX,MSMA,4.0,princípio ativo
CARBUFURANO + ZINCO,CARBOSULFANO,4.0,princípio ativo
NALDIL,BENALAXIL,4.0,princípio ativo
DESCONHECE NAO TROUXE A ETIQUETA,DIQUATE,4.0,princípio ativo
OTOCIDI,FTALIDA,4.0,princípio ativo
"2,3-DIHYDRO-2,2-DIMETHYLBENZOFURAN-7-YL METHYLCARBAMATE",DIUROM,4.0,princípio ativo
BRIANTE,TRIAZOL,4.0,grupo químico
VENENO,DECANOL,4.0,princípio ativo
TRICLORFON ( METRIFONFONATO),TRIAZOFOS,4.0,princípio ativo
FOSFONOMETE,FOSMETE,4.0,princípio ativo
NISSULATO,DISSULFOTOM,4.0,princípio ativo
ALIMENTO,ETILENO,4.0,grupo químico
MANGANESE ETHANEDIGLENEBIS,MANCOZEBE,4.0,princípio ativo
ORGANOFOSFOTATAS,ORGANOFOSFORADO,4.0,grupo químico
CARBAFURAN,CARBARIL,4.0,princípio ativo
RAUND UP,AMIDA,4.0,grupo químico
BRILHANTE 300MG,MSMA,4.0,princípio ativo
ALUMINIO,ALDEIDO,4.0,grupo químico
HIDROXICO DE COBRE,CUELURE,4.0,princípio ativo
RAMDAPI,CARTAPE,4.0,princípio ativo
ARGANDOFORADO,ORGANOFOSFORADO,4.0,grupo químico
ADJUNTO,ACEFATO,4.0,princípio ativo
TORDORI,SORDIDIM,4.0,princípio ativo
"ARSENIO,COBRE,CHROMO",CUELURE,4.0,princípio ativo
GDIL,DODINA,4.0,princípio ativo
HERMECIDA,PERMETRINA,4.0,princípio ativo
D- DIMETILANINA,DIMETENAMIDA,4.0,princípio ativo
BETACIFLUTINA,BETA - CIFLUTRINA,4.0,princípio ativo
SEMENTE DE MILHO,DIUROM,4.0,princípio ativo
ENVIDOR,ESBIOL,4.0,princípio ativo
TRIOMAX,TIRAM,4.0,princípio ativo
DOTHAN,DODINA,4.0,princípio ativo
DANTON,CAPTANA,4.0,princípio ativo
XILOL,DIUROM,4.0,princípio ativo
VENENO DE PASTO,DECANOL,4.0,princípio ativo
RATICIDAS,ANILIDA,4.0,grupo químico
INIBIDOR ACETILCOLINESTEASE,ANILIDA,4.0,grupo químico
FLUAZIFOPE-P-BUTILICO,BUTRALINA,4.0,princípio ativo
TRICHLORO 2,ALACLORO,4.0,princípio ativo
RANDOPE,CARTAPE,4.0,princípio ativo
"BUTOXYETHYL 3,5,6 TRICHLORO2 PYRIDYLOXYACETATE",TRICLOPIR,4.0,princípio ativo
1-(6-CHLORO-3-PYRIDYLMETHYL)-N-NITROIMIDAZOLIDIN-2-YLIDENEA,ALACLORO,4.0,princípio ativo
ABATE,ACEFATO,4.0,princípio ativo
INIBIDOR DA ACETILCOLENESTERASE,ANILIDA,4.0,grupo químico
ELIMINACAO DE PRAGAS,UREIA,4.0,grupo químico
ROUDUP READY,METAM,4.0,princípio ativo
FUNGISIDA,ANILIDA,4.0,grupo químico
DICLOFENACO,DICLORANA,4.0,princípio ativo
DELTRAMINA,ATRAZINA,4.0,princípio ativo
OUTROS ...,DIUROM,4.0,princípio ativo
OLEO,FOLPETE,4.0,princípio ativo
ACUTHON,ACETATO,4.0,grupo químico
0 - DIMETHYL,DIMETOATO,4.0,princípio ativo
TRAQUE,PARAQUATE,4.0,princípio ativo
MELATHIN,MALATIONA,4.0,princípio ativo
ALBICARD,ALANICARBE,4.0,princípio ativo
EVIDENCE,ETILENO,4.0,grupo químico
GEIJOFATR,GLIFOSATO,4.0,princípio ativo
ENDOSULFAM,PENOXSULAM,4.0,princípio ativo
EXALT,ETANOL,4.0,princípio ativo
ALDICAEB,ALANICARBE,4.0,princípio ativo
CLORIDRATO DE BIPERIDENO,BIPIRIDILIO,4.0,grupo químico
"2 ,4D","2,4 - D",4.0,princípio ativo
AGROTOXICO QUIMICO,QUINONA,4.0,grupo químico
CORPAN.,CARTAPE,4.0,princípio ativo
2 GOLES.,FOLPETE,4.0,princípio ativo
METILCARBONATO,DIMETILCARBAMATO,4.0,grupo químico
BENZOATO,BENZOTIAZOL,4.0,grupo químico
SAL DE DI AMONIO DE N,FOXIM,4.0,princípio ativo
PETROLEO,ETIPROLE,4.0,princípio ativo
FISHFERTIL,FOSETIL,4.0,princípio ativo
AGENTE COLINERGICO,ACEFATO,4.0,princípio ativo
DINAGRO,DIUROM,4.0,princípio ativo
N PHOSPHONOMETHYL GLICINE,AVIGLICINA,4.0,princípio ativo
GUJORATO,GLIFOSATO,4.0,princípio ativo
ENDOSULFAN+XILOL,DIUROM,4.0,princípio ativo
NAO SOUBE INFORMAR ESPECIFICACAO,BORAX,4.0,princípio ativo
IMEDACLOPEDRO,IMIDACLOPRIDO,4.0,princípio ativo
SOBERAN,BORAX,4.0,princípio ativo
FEIJAO,FENTINA,4.0,princípio ativo
(TEMIK) ALDICORB,ALANICARBE,4.0,princípio ativo
CARBOFURAM,CARBOXINA,4.0,princípio ativo
NAO SOUBE RELATAR,METAM,4.0,princípio ativo
: 5-0-DEMETILAVERMECTIN A1A (I) EM MISTURA COM,AMITRAZ,4.0,princípio ativo
DECIS,DECANOL,4.0,princípio ativo
N-FOSFONOMETIU-GLICINIA,AVIGLICINA,4.0,princípio ativo
AMOXILINA,AMETRINA,4.0,princípio ativo
THIAMETBORAN,TIAMETOXAM,4.0,princípio ativo
METFORMINA,AMETRINA,4.0,princípio ativo
REGENT,CETONA,4.0,grupo químico
MADE MATO,ACEFATO,4.0,princípio ativo
VAREK,TIRAM,4.0,princípio ativo
ACITELE 500G,AMITRAZ,4.0,princípio ativo
GLICAFOSO,GLIFOSATO,4.0,princípio ativo
HERBICITA GLIZ,CARBIMIDA,4.0,grupo químico
HERBICODA,CARBIMIDA,4.0,grupo químico
FLUAZIFOPE P BUTILICO,BUTRALINA,4.0,princípio ativo
FLUZIFOP P BUTIL,FOSETIL,4.0,princípio ativo
INIBIDOR DA ACEILCOLINESTERASE,ANILIDA,4.0,grupo químico
RONDAP,BORAX,4.0,princípio ativo
QUIZALOFOP-P-TEFURIL,METOMIL,4.0,princípio ativo
TRIFORINE,TRIAZINA,4.0,grupo químico
ENDOSSULFAM,PENOXSULAM,4.0,princípio ativo
CICLO PARAFINICOS,DIUROM,4.0,princípio ativo
LANNATE BR,CARTAPE,4.0,princípio ativo
TENIK,ETANOL,4.0,princípio ativo
RUNDAP,AMIDA,4.0,grupo químico
ALDERCAB,ALDEIDO,4.0,grupo químico
DESCARNOCE,DECANOL,4.0,princípio ativo
DIMETHYL 4.4,DIMETOATO,4.0,princípio ativo
D.SIR,DODINA,4.0,princípio ativo
PREMIUM,UREIA,4.0,grupo químico
ALDICARD%,ALANICARBE,4.0,princípio ativo
DECTOMAX,METOMIL,4.0,princípio ativo
NORTROX,BORAX,4.0,princípio ativo
ORGASNOFOSFORME,ORGANOFOSFORADO,4.0,grupo químico
AMARELAMENTO FOLHAS E CAULE,ASULAM,4.0,princípio ativo
ROTAMIX,METAM,4.0,princípio ativo
ALBCARB,ALANICARBE,4.0,princípio ativo
GERBILIM,SORDIDIM,4.0,princípio ativo
CURZATTE,CARTAPE,4.0,princípio ativo
VENENO DE BARATAS,CARTAPE,4.0,princípio ativo
2-4D,"2,4 - D",4.0,princípio ativo
DECECANTE,DECANOL,4.0,princípio ativo
FERSAL 750 5P,METAM,4.0,princípio ativo
INIBIDOR DE ACETILCOLINESTERASE,ANILIDA,4.0,grupo químico
ALFACIANO 3,ALACLORO,4.0,princípio ativo
NIQUEL+MOLIBDENIO,DIQUATE,4.0,princípio ativo
ALDECORT,ALACLORO,4.0,princípio ativo
CLORPAN,DICLORANA,4.0,princípio ativo
OMEPRAZOL,METANOL,4.0,princípio ativo
CLOROTIPRIFHOS,CLORPIRIFOS,4.0,princípio ativo
VENENO PARA UVA,DECANOL,4.0,princípio ativo
OXALATO DE ESCITALOPRAN,ACEFATO,4.0,princípio ativo
KLERAT,ACEFATO,4.0,princípio ativo
BROMAZEPAN,BROMACILA,4.0,princípio ativo
PESTICIDA AGRICOLA,URACILA,4.0,grupo químico
INIBIDOR DE COLENESTERASE,ANILIDA,4.0,grupo químico
MATA INSETO E OUTRAS PRAGAS NA LAVOURA,AMITRAZ,4.0,princípio ativo
ALCOOL  -  F10.0,ALACLORO,4.0,princípio ativo
MANGANESE ETHYLENEBIS / POLYMERIC,MANCOZEBE,4.0,princípio ativo
KARITE,CARTAPE,4.0,princípio ativo
ALAMIQUINA,ABAMECTINA,4.0,princípio ativo
ALUMINIO PHOSPCHIDE,ALDEIDO,4.0,grupo químico
GLYPHOSATE ISOPROPILAMINA,GLIFOSATO,4.0,princípio ativo
FLUPRO,DIUROM,4.0,princípio ativo
TOLDO,FTALIDA,4.0,princípio ativo
TRICLOFORME,DICLOFOPE,4.0,princípio ativo
DISECANTE,DINOCAPE,4.0,princípio ativo
REFORC,ETEFOM,4.0,princípio ativo
OGF,MSMA,4.0,princípio ativo
HERBECIDA,CARBIMIDA,4.0,grupo químico
DERIVADO PETROLEO,ETIPROLE,4.0,princípio ativo
INIBIDOR DE ACETILCOLISTERASE,ANILIDA,4.0,grupo químico
QUIZALOFOPE,DICLOFOPE,4.0,princípio ativo
TITLON TRIGTANOLAMINA,DIUROM,4.0,princípio ativo
"DIETEL,IZOPROPIL,PIRIMIDIL TIAFOSFATO",DIUROM,4.0,princípio ativo
DIETHIL 0-3-5-6,FOSETIL,4.0,princípio ativo
INIBIDOR DA ACETILCOLINESTEROSA,ANILIDA,4.0,grupo químico
DROGAS DE ABUSO,ASULAM,4.0,princípio ativo
IMOVEC,IPBC,4.0,princípio ativo
RANDAPP,CARTAPE,4.0,princípio ativo
TEBUFORTE,TERBUFOS,4.0,princípio ativo
MATA INSETO,FOSMETE,4.0,princípio ativo
RANOUP,ETANOL,4.0,princípio ativo
SOLUCAO POTASSICO DE N(GULFOSATO POTASSICO),GLIFOSATO,4.0,princípio ativo
HOZINON TECNICO INSETICIDA,DODINA,4.0,princípio ativo
VENENO PARA TIRIRICA + CLONAZEPAN,CLOMAZONA,4.0,princípio ativo
PHOSPHAIDY LCOLINE+ACIDO PROPIONICO,PROPICONAZOL,4.0,princípio ativo
NONILFINAL ETOXILADO,ETOXAZOL,4.0,princípio ativo
PRODUTO AGRICOLA,URACILA,4.0,grupo químico
NAFTALINO,FTALIDA,4.0,princípio ativo
YLENEBISMETHYLENE SULFITE,FOLPETE,4.0,princípio ativo
OLIMETIL,FOSETIL,4.0,princípio ativo
VENENO NA SEMENTE DE MILHO,DECANOL,4.0,princípio ativo
VILDAGLIPTINA/CLORIDRATO DE METFORMINA,AMETRINA,4.0,princípio ativo
DIBROMOVINYL,BROMOXINIL,4.0,princípio ativo
BRUMETALIN,FLUMETRALINA,4.0,princípio ativo
INIBIDOR ACETILCOLISTERASE,ANILIDA,4.0,grupo químico
FUNGO,FOXIM,4.0,princípio ativo
ATABRO 1400ML,ALACLORO,4.0,princípio ativo
3-4 DICLOROFENIL 1 DIMETILUREIA,DINITROFENOL,4.0,grupo químico
FESPQ ARYSTA LIFE SCIENCE,METAM,4.0,princípio ativo
ELOTEN,ETILENO,4.0,grupo químico
MANCOZEBE750G/KG,MANCOZEBE,4.0,princípio ativo
LITIO,DIUROM,4.0,princípio ativo
DINITRITO P.TOLUIDINA,DIMETOATO,4.0,princípio ativo
SATANDAK TOP,CAPTANA,4.0,princípio ativo
ALCOOL  F10.0,ALACLORO,4.0,princípio ativo
GALO,ETANOL,4.0,princípio ativo
ORGANOCLORADOS,ORGANOBROMADO,4.0,grupo químico
ARAD 700MG,MSMA,4.0,princípio ativo
ECTOCIDA,FTALIDA,4.0,princípio ativo
MISTURA DE POLIMERO COM ALCOOL ALIFATICO,ACEFATO,4.0,princípio ativo
KOTRINE,AMETRINA,4.0,princípio ativo
SFERMAX,BORAX,4.0,princípio ativo
"CHLORO-N,TRIFLUROMETHY",ALACLORO,4.0,princípio ativo
SAL DE DIMETILOMINA,DIMETENAMIDA,4.0,princípio ativo
CROFT 36,CETONA,4.0,grupo químico
BACILLUS THURINGIENSIS AIZAWAI GC-91,MCPA,4.0,princípio ativo
ASARRAZO-CITRONELA,AMITRAZ,4.0,princípio ativo
CARBAFURANO,CARBOSULFANO,4.0,princípio ativo
CARBOGLYRANO,CARBOSULFANO,4.0,princípio ativo
HAMODOF,AMIDA,4.0,grupo químico
HEXCHLORO - TRINORBORN,ALACLORO,4.0,princípio ativo
TRICLORFONE,DICLOFOPE,4.0,princípio ativo
CARBOFERAN,CARBOXINA,4.0,princípio ativo
ALCICARDO,ALANICARBE,4.0,princípio ativo
PULVERIZACAO DE PE DE LARANJA,CAPTANA,4.0,princípio ativo
AGENTE ANTICOLINESTERAGICO,ACEFATO,4.0,princípio ativo
CARBOFURAN+ZINCO,CARBOSULFANO,4.0,princípio ativo
"2,4","2,4 - D",4.0,princípio ativo
X68,MSMA,4.0,princípio ativo
